building_id,address,num_violations
43447,"509 WEST 183 STREET, MANHATTAN NY 10033",9
94450,"2952 MARION AVENUE, BRONX NY 10458",9
55165,"4014 CARPENTER AVENUE, BRONX NY 10466",9
21343,"135 ELDRIDGE STREET, MANHATTAN NY 10002",9
114444,"2345 TIEBOUT AVENUE, BRONX NY 10458",9
189598,"1402 AVENUE K, BROOKLYN NY 11230",9
104295,"1339 PROSPECT AVENUE, BRONX NY 10459",9
40861,"207 WEST 136 STREET, MANHATTAN NY 10030",9
87523,"3339 HULL AVENUE, BRONX NY 10467",9
97540,"2275 MORRIS AVENUE, BRONX NY 10453",9
332082,"11 MAPLE STREET, BROOKLYN NY 11225",9
87402,"3038 HULL AVENUE, BRONX NY 10467",9
66415,"546 EAST 182 STREET, BRONX NY 10457",9
294910,"2818 FOSTER AVENUE, BROOKLYN NY 11210",9
352258,"530 PARKSIDE AVENUE, BROOKLYN NY 11226",9
516679,"34-22 105 STREET, QUEENS NY 11368",9
230868,"1398 DEAN STREET, BROOKLYN NY 11216",9
309407,"78 HAWTHORNE STREET, BROOKLYN NY 11225",9
65178,"555 EAST 169 STREET, BRONX NY 10456",9
46674,"2706 BAINBRIDGE AVENUE, BRONX NY 10458",9
324068,"130 LENOX ROAD, BROOKLYN NY 11226",9
283219,"253 EAST 94 STREET, BROOKLYN NY 11212",9
23135,"541 ISHAM STREET, MANHATTAN NY 10034",9
79837,"4360 FURMAN AVENUE, BRONX NY 10466",9
59488,"1164 CROMWELL AVENUE, BRONX NY 10452",9
81688,"1387 GRAND CONCOURSE, BRONX NY 10452",9
148673,"471 40 STREET, BROOKLYN NY 11232",9
119166,"2310 WALTON AVENUE, BRONX NY 10468",9
43336,"586 WEST 178 STREET, MANHATTAN NY 10033",9
683226,"22-11 NEW HAVEN AVENUE, QUEENS NY 11691",9
213531,"531 BRISTOL STREET, BROOKLYN NY 11212",9
97349,"1235 MORRIS AVENUE, BRONX NY 10456",9
45205,"1908 AMETHYST STREET, BRONX NY 10462",9
43724,"502 WEST 213 STREET, MANHATTAN NY 10034",9
44145,"865 WEST END AVENUE, MANHATTAN NY 10025",9
207283,"974 BEDFORD AVENUE, BROOKLYN NY 11205",9
71570,"681 EAST 231 STREET, BRONX NY 10466",9
61055,"3530 DEKALB AVENUE, BRONX NY 10467",9
40760,"505 WEST 135 STREET, MANHATTAN NY 10031",9
21803,"359 FT WASHINGTON AVENUE, MANHATTAN NY 10033",9
178909,"2000 84 STREET, BROOKLYN NY 11214",9
60797,"2567 DECATUR AVENUE, BRONX NY 10458",9
116873,"1934 DR M L KING JR BOULEVARD, BRONX NY 10453",9
67583,"635 EAST 211 STREET, BRONX NY 10467",9
9049,"207 CENTRAL PARK NORTH, MANHATTAN NY 10026",9
649930,"9-10 DINSMORE AVENUE, QUEENS NY 11691",9
337901,"366 MILLER AVENUE, BROOKLYN NY 11207",9
38772,"80 WEST 119 STREET, MANHATTAN NY 10026",9
21305,"525 EDGECOMBE AVENUE, MANHATTAN NY 10032",9
28042,"1630 ST NICHOLAS AVENUE, MANHATTAN NY 10040",9
101344,"4580 PARK AVENUE, BRONX NY 10458",9
228673,"825 CROWN STREET, BROOKLYN NY 11213",9
68179,"731 EAST 215 STREET, BRONX NY 10467",9
373949,"285 ST JOHNS PLACE, BROOKLYN NY 11238",9
127903,"6811 3 AVENUE, BROOKLYN NY 11220",9
8351,"4861 BROADWAY, MANHATTAN NY 10034",9
133326,"4902 7 AVENUE, BROOKLYN NY 11220",9
81556,"2326 GRAND AVENUE, BRONX NY 10468",9
220380,"4202 CHURCH AVENUE, BROOKLYN NY 11203",9
377632,"22 STOCKHOLM STREET, BROOKLYN NY 11221",9
107776,"2183 RYER AVENUE, BRONX NY 10457",9
59931,"2342 CROTONA AVENUE, BRONX NY 10458",9
80079,"1170 GERARD AVENUE, BRONX NY 10452",9
292868,"665 FLATBUSH AVENUE, BROOKLYN NY 11225",9
110651,"1302 ST LAWRENCE AVENUE, BRONX NY 10472",9
213227,"8 BRIGHTON 15 STREET, BROOKLYN NY 11235",9
736633,"327 FILLMORE STREET, STATEN ISLAND NY 10301",9
119585,"679 WARING AVENUE, BRONX NY 10467",9
60890,"3006 DECATUR AVENUE, BRONX NY 10458",9
5842,"2372 AMSTERDAM AVENUE, MANHATTAN NY 10033",9
43050,"476 WEST 165 STREET, MANHATTAN NY 10032",9
248345,"200 EAST 19 STREET, BROOKLYN NY 11226",9
302363,"411 GRAND AVENUE, BROOKLYN NY 11238",9
205956,"2487 BEDFORD AVENUE, BROOKLYN NY 11226",9
139850,"3623 15 AVENUE, BROOKLYN NY 11218",9
112079,"993 SUMMIT AVENUE, BRONX NY 10452",9
102591,"655 PELHAM PARKWAY NORTH, BRONX NY 10467",9
110248,"910 SOUTHERN BOULEVARD, BRONX NY 10459",9
428608,"24-01 41 AVENUE, QUEENS NY 11101",9
298095,"3098 FULTON STREET, BROOKLYN NY 11208",9
230358,"727 DE KALB AVENUE, BROOKLYN NY 11216",9
379676,"79 SUNNYSIDE AVENUE, BROOKLYN NY 11207",9
687663,"88-22 PARSONS BOULEVARD, QUEENS NY 11432",9
250417,"531 EAST 22 STREET, BROOKLYN NY 11226",9
34646,"45 WEST 69 STREET, MANHATTAN NY 10023",9
352130,"949 PARK PLACE, BROOKLYN NY 11213",9
653207,"18-15 EVERDELL AVENUE, QUEENS NY 11691",9
112491,"1531 TAYLOR AVENUE, BRONX NY 10460",9
319998,"2626 KINGS HIGHWAY, BROOKLYN NY 11229",9
248180,"1558 EAST 19 STREET, BROOKLYN NY 11230",9
6205,"240 AUDUBON AVENUE, MANHATTAN NY 10033",9
284627,"73 EAST 96 STREET, BROOKLYN NY 11212",9
323187,"84 LAWRENCE AVENUE, BROOKLYN NY 11230",9
211474,"564 BRADFORD STREET, BROOKLYN NY 11207",9
96818,"1840 MONROE AVENUE, BRONX NY 10457",9
215355,"193 BUFFALO AVENUE, BROOKLYN NY 11213",9
637086,"29-32 BEACH CHANNEL DRIVE, QUEENS NY 11691",9
692608,"53-05 ROOSEVELT AVENUE, QUEENS NY 11377",9
225240,"705 CONEY ISLAND AVENUE, BROOKLYN NY 11218",9
247347,"1269 EAST 18 STREET, BROOKLYN NY 11230",9
335757,"183 MENAHAN STREET, BROOKLYN NY 11237",9
27223,"244 RIVERSIDE DRIVE, MANHATTAN NY 10025",9
66448,"735 EAST 182 STREET, BRONX NY 10457",9
49315,"266 BEDFORD PARK BOULEVARD, BRONX NY 10458",9
323600,"621 LEFFERTS AVENUE, BROOKLYN NY 11203",9
117056,"2314 VALENTINE AVENUE, BRONX NY 10458",9
11192,"62 EAST 7 STREET, MANHATTAN NY 10003",9
57781,"1237 COLLEGE AVENUE, BRONX NY 10456",9
808806,"11 MC KEEVER PLACE, BROOKLYN NY 11225",9
305624,"1298 HALSEY STREET, BROOKLYN NY 11237",9
52831,"147 BRUCKNER BOULEVARD, BRONX NY 10454",9
107731,"2055 RYER AVENUE, BRONX NY 10457",9
81902,"2917 GRAND CONCOURSE, BRONX NY 10468",9
49321,"311 BEDFORD PARK BOULEVARD, BRONX NY 10458",9
180961,"369 87 STREET, BROOKLYN NY 11209",9
81844,"2545 GRAND CONCOURSE, BRONX NY 10468",9
6569,"205 AVENUE C, MANHATTAN NY 10009",9
209755,"1809 BEVERLY ROAD, BROOKLYN NY 11226",9
326593,"560 LINCOLN PLACE, BROOKLYN NY 11238",9
25515,"107 MORNINGSIDE AVENUE, MANHATTAN NY 10027",9
93977,"754 MANIDA STREET, BRONX NY 10474",8
114477,"2489 TIEBOUT AVENUE, BRONX NY 10458",8
155800,"469 52 STREET, BROOKLYN NY 11220",8
284521,"536 EAST 96 STREET, BROOKLYN NY 11212",8
56763,"108 CLARKE PLACE EAST, BRONX NY 10452",8
683004,"10-11 NEILSON STREET, QUEENS NY 11691",8
61065,"3572 DEKALB AVENUE, BRONX NY 10467",8
809814,"2940 WEST 21 STREET, BROOKLYN NY 11224",8
41392,"565 WEST 139 STREET, MANHATTAN NY 10031",8
363795,"332 ROGERS AVENUE, BROOKLYN NY 11225",8
177752,"557 82 STREET, BROOKLYN NY 11209",8
806012,"666 WEST 207 STREET, MANHATTAN NY 10034",8
59236,"2542 CRESTON AVENUE, BRONX NY 10468",8
114438,"2330 TIEBOUT AVENUE, BRONX NY 10458",8
249565,"480 EAST 21 STREET, BROOKLYN NY 11226",8
8107,"3675 BROADWAY, MANHATTAN NY 10031",8
398649,"305 WYONA STREET, BROOKLYN NY 11207",8
929104,"3333A BROADWAY, MANHATTAN NY 10031",8
231379,"552 DEAN STREET, BROOKLYN NY 11217",8
84284,"3004 HEATH AVENUE, BRONX NY 10463",8
285041,"474 EAST 98 STREET, BROOKLYN NY 11212",8
288101,"964 EASTERN PARKWAY, BROOKLYN NY 11213",8
21811,"391 FT WASHINGTON AVENUE, MANHATTAN NY 10033",8
89017,"20 WEST MOSHOLU PARKWAY SOUTH, BRONX NY 10468",8
497350,"162-05 89 AVENUE, QUEENS NY 11432",8
129242,"5416 4 AVENUE, BROOKLYN NY 11220",8
81880,"2825 GRAND CONCOURSE, BRONX NY 10468",8
403079,"116-01 14 ROAD, QUEENS NY 11356",8
229205,"1529 DAHILL ROAD, BROOKLYN NY 11204",8
113640,"3009 3 AVENUE, BRONX NY 10455",8
6207,"248 AUDUBON AVENUE, MANHATTAN NY 10033",8
61064,"3569 DEKALB AVENUE, BRONX NY 10467",8
676550,"1712 MADISON STREET, QUEENS NY 11385",8
59926,"2323 CROTONA AVENUE, BRONX NY 10458",8
184797,"53 ARLINGTON AVENUE, BROOKLYN NY 11207",8
5984,"592 AMSTERDAM AVENUE, MANHATTAN NY 10024",8
302248,"64 GRAHAM AVENUE, BROOKLYN NY 11206",8
576301,"90-23 171 STREET, QUEENS NY 11432",8
20775,"19 EAST 128 STREET, MANHATTAN NY 10035",8
495276,"150-02 88 AVENUE, QUEENS NY 11432",8
81793,"2255 GRAND CONCOURSE, BRONX NY 10453",8
562067,"35-30 153 STREET, QUEENS NY 11354",8
116761,"1201 DR M L KING JR BOULEVARD, BRONX NY 10452",8
151292,"272 45 STREET, BROOKLYN NY 11220",8
85944,"3046 HOLLAND AVENUE, BRONX NY 10467",8
93693,"1485 MACOMBS ROAD, BRONX NY 10452",8
301657,"19 GOODWIN PLACE, BROOKLYN NY 11221",8
808634,"5429 KINGS HIGHWAY, BROOKLYN NY 11203",8
144824,"8420 20 AVENUE, BROOKLYN NY 11214",8
8041,"3471 BROADWAY, MANHATTAN NY 10031",8
92773,"1945 LORING PLACE SOUTH, BRONX NY 10453",8
80084,"1265 GERARD AVENUE, BRONX NY 10452",8
629883,"109-05 72 ROAD, QUEENS NY 11375",8
301942,"105 GRAHAM AVENUE, BROOKLYN NY 11206",8
292834,"608 FLATBUSH AVENUE, BROOKLYN NY 11225",8
35775,"159 WEST 80 STREET, MANHATTAN NY 10024",8
80102,"751 GERARD AVENUE, BRONX NY 10451",8
42166,"515 WEST 147 STREET, MANHATTAN NY 10031",8
37807,"245 WEST 109 STREET, MANHATTAN NY 10025",8
8013,"3341 BROADWAY, MANHATTAN NY 10031",8
49675,"1860 BILLINGSLEY TERRACE, BRONX NY 10453",8
56848,"1272 CLAY AVENUE, BRONX NY 10456",8
119111,"2030 WALTON AVENUE, BRONX NY 10453",8
807753,"2533 BEDFORD AVENUE, BROOKLYN NY 11226",8
220273,"3402 CHURCH AVENUE, BROOKLYN NY 11203",8
388951,"941 WASHINGTON AVENUE, BROOKLYN NY 11225",8
6171,"104 AUDUBON AVENUE, MANHATTAN NY 10032",8
25564,"98 MORNINGSIDE AVENUE, MANHATTAN NY 10027",8
88958,"2607 JEROME AVENUE, BRONX NY 10468",8
74894,"219 ECHO PLACE, BRONX NY 10457",8
57762,"1142 COLLEGE AVENUE, BRONX NY 10456",8
383387,"1635 UNION STREET, BROOKLYN NY 11213",8
943843,"665 CAULDWELL AVENUE, BRONX NY 10455",8
56944,"1436 CLAY AVENUE, BRONX NY 10456",8
363918,"611 ROGERS AVENUE, BROOKLYN NY 11225",8
90280,"3475 KNOX PLACE, BRONX NY 10467",8
97470,"2001 MORRIS AVENUE, BRONX NY 10453",8
150896,"902 44 STREET, BROOKLYN NY 11219",8
45123,"665 ALLERTON AVENUE, BRONX NY 10467",8
164751,"2453 64 STREET, BROOKLYN NY 11204",8
376372,"1322 STERLING PLACE, BROOKLYN NY 11213",8
60260,"3034 CRUGER AVENUE, BRONX NY 10467",8
809571,"123 STERLING STREET, BROOKLYN NY 11225",8
56833,"1208 CLAY AVENUE, BRONX NY 10456",8
267668,"458 EAST 51 STREET, BROOKLYN NY 11203",8
380112,"50 SUTTER AVENUE, BROOKLYN NY 11212",8
205964,"2516 BEDFORD AVENUE, BROOKLYN NY 11226",8
121000,"190 WEST 170 STREET, BRONX NY 10452",8
96892,"1760 MONTGOMERY AVENUE, BRONX NY 10453",8
42176,"534 WEST 147 STREET, MANHATTAN NY 10031",8
8233,"4231 BROADWAY, MANHATTAN NY 10033",8
79847,"4382 FURMAN AVENUE, BRONX NY 10466",8
806336,"245 BROOK AVENUE, BRONX NY 10454",8
56845,"1260 CLAY AVENUE, BRONX NY 10456",8
59900,"2162 CROTONA AVENUE, BRONX NY 10457",8
21287,"379 EDGECOMBE AVENUE, MANHATTAN NY 10031",8
646434,"1889 CORNELIA STREET, QUEENS NY 11385",8
81994,"960 GRAND CONCOURSE, BRONX NY 10451",8
27396,"900 RIVERSIDE DRIVE, MANHATTAN NY 10032",8
345998,"361 FENIMORE STREET, BROOKLYN NY 11225",8
51777,"3750 BRONX BOULEVARD, BRONX NY 10467",8
105975,"3405 RESERVOIR OVAL WEST, BRONX NY 10467",8
57169,"74 CLINTON PLACE, BRONX NY 10453",8
90291,"1975 LA FONTAINE AVENUE, BRONX NY 10457",8
808210,"59 EAST 21 STREET, BROOKLYN NY 11226",8
342344,"269 NEW JERSEY AVENUE, BROOKLYN NY 11207",8
812550,"664 RICHMOND ROAD, STATEN ISLAND NY 10304",8
56780,"1046 CLAY AVENUE, BRONX NY 10456",8
120666,"2735 WEBSTER AVENUE, BRONX NY 10458",8
655598,"68-38 FOREST AVENUE, QUEENS NY 11385",8
928989,"2801 BARKER AVENUE, BRONX NY 10467",8
109522,"1195 SHERMAN AVENUE, BRONX NY 10456",8
89718,"3044 KINGSBRIDGE AVENUE, BRONX NY 10463",8
43727,"501 WEST 214 STREET, MANHATTAN NY 10034",8
74531,"1761 EASTBURN AVENUE, BRONX NY 10457",8
117120,"2685 VALENTINE AVENUE, BRONX NY 10458",8
66793,"495 EAST 188 STREET, BRONX NY 10458",8
5785,"2119 AMSTERDAM AVENUE, MANHATTAN NY 10032",8
371877,"360 SOUTH 1 STREET, BROOKLYN NY 11211",8
807862,"1410 BROOKLYN AVENUE, BROOKLYN NY 11210",8
80078,"1166 GERARD AVENUE, BRONX NY 10452",8
60444,"1815 DAVIDSON AVENUE, BRONX NY 10453",8
369773,"132 SHERIDAN AVENUE, BROOKLYN NY 11208",8
333371,"245 MARTENSE STREET, BROOKLYN NY 11226",8
107768,"2108 RYER AVENUE, BRONX NY 10457",8
806422,"1937 DALY AVENUE, BRONX NY 10460",8
372176,"376 SOUTH 3 STREET, BROOKLYN NY 11211",8
35873,"204 WEST 81 STREET, MANHATTAN NY 10024",8
306707,"1323 HANCOCK STREET, BROOKLYN NY 11237",8
81709,"1560 GRAND CONCOURSE, BRONX NY 10457",8
342514,"607 NEW JERSEY AVENUE, BROOKLYN NY 11207",8
119843,"2179 WASHINGTON AVENUE, BRONX NY 10457",8
347241,"1532 OCEAN AVENUE, BROOKLYN NY 11230",8
67494,"144 EAST 208 STREET, BRONX NY 10467",8
62196,"1275 EDWARD L GRANT HIGHWAY, BRONX NY 10452",8
81561,"2386 GRAND AVENUE, BRONX NY 10468",8
88893,"2201 JEROME AVENUE, BRONX NY 10453",8
223310,"182 CLYMER STREET, BROOKLYN NY 11211",8
56116,"2139 CHATTERTON AVENUE, BRONX NY 10472",8
120455,"1251 WEBSTER AVENUE, BRONX NY 10456",8
64903,"664 EAST 166 STREET, BRONX NY 10456",8
154248,"1958 50 STREET, BROOKLYN NY 11204",8
94401,"2701 MARION AVENUE, BRONX NY 10458",8
556316,"89-04 146 STREET, QUEENS NY 11435",8
64771,"371 EAST 165 STREET, BRONX NY 10456",8
80052,"3450 GATES PLACE, BRONX NY 10467",8
344291,"1908 NEWKIRK AVENUE, BROOKLYN NY 11226",8
808807,"47 MC KEEVER PLACE, BROOKLYN NY 11225",8
248640,"350 EAST 19 STREET, BROOKLYN NY 11226",8
129540,"7301 4 AVENUE, BROOKLYN NY 11209",8
84674,"2753 HERING AVENUE, BRONX NY 10469",8
49749,"2105 BLACKROCK AVENUE, BRONX NY 10472",8
630623,"81-38 BAXTER AVENUE, QUEENS NY 11373",8
808943,"37 NEW LOTS AVENUE, BROOKLYN NY 11212",8
327115,"180 LINDEN BOULEVARD, BROOKLYN NY 11226",8
6257,"440 AUDUBON AVENUE, MANHATTAN NY 10040",8
326817,"101 LINCOLN ROAD, BROOKLYN NY 11225",8
246187,"2035 EAST 16 STREET, BROOKLYN NY 11229",8
383026,"1059 UNION STREET, BROOKLYN NY 11225",8
377658,"250 STOCKHOLM STREET, BROOKLYN NY 11237",8
65797,"217 EAST 176 STREET, BRONX NY 10457",8
15256,"410 EAST 65 STREET, MANHATTAN NY 10065",8
62339,"917 EAGLE AVENUE, BRONX NY 10456",8
66004,"620 EAST 178 STREET, BRONX NY 10457",8
5569,"1465 AMSTERDAM AVENUE, MANHATTAN NY 10027",8
65763,"765 EAST 175 STREET, BRONX NY 10460",8
331834,"727 MANHATTAN AVENUE, BROOKLYN NY 11222",8
287557,"1225 EASTERN PARKWAY, BROOKLYN NY 11213",8
56578,"2855 CLAFLIN AVENUE, BRONX NY 10468",8
283938,"61 EAST 95 STREET, BROOKLYN NY 11212",8
639888,"157-03 110 AVENUE, QUEENS NY 11433",8
80116,"918 GERARD AVENUE, BRONX NY 10452",8
45699,"2100 ANTHONY AVENUE, BRONX NY 10457",8
360161,"558 RALPH AVENUE, BROOKLYN NY 11233",8
372180,"380 SOUTH 3 STREET, BROOKLYN NY 11211",8
233906,"1525 DORCHESTER ROAD, BROOKLYN NY 11226",8
80550,"1817 GLEASON AVENUE, BRONX NY 10472",8
486048,"40-38 82 STREET, QUEENS NY 11373",8
28673,"40 THAYER STREET, MANHATTAN NY 10040",8
43376,"550 WEST 180 STREET, MANHATTAN NY 10033",8
461606,"71-36 68 PLACE, QUEENS NY 11385",8
77248,"1226 EVERGREEN AVENUE, BRONX NY 10472",8
43667,"570 WEST 204 STREET, MANHATTAN NY 10034",8
37466,"111 WEST 104 STREET, MANHATTAN NY 10025",8
35052,"115 WEST 73 STREET, MANHATTAN NY 10023",8
81924,"3065 GRAND CONCOURSE, BRONX NY 10468",8
51282,"2707 BRIGGS AVENUE, BRONX NY 10458",8
8780,"1 CABRINI BOULEVARD, MANHATTAN NY 10033",8
303313,"75 GRANT AVENUE, BROOKLYN NY 11208",8
346511,"2501 NOSTRAND AVENUE, BROOKLYN NY 11210",8
131134,"7211 5 AVENUE, BROOKLYN NY 11209",8
108409,"1753 SEDDON STREET, BRONX NY 10461",8
109468,"910 SHERIDAN AVENUE, BRONX NY 10451",8
84285,"3011 HEATH AVENUE, BRONX NY 10463",8
92408,"1255 LONGFELLOW AVENUE, BRONX NY 10459",8
270962,"262 EAST 55 STREET, BROOKLYN NY 11203",8
26998,"26 POST AVENUE, MANHATTAN NY 10034",8
76575,"2485 ELM PLACE, BRONX NY 10458",8
37657,"15 WEST 107 STREET, MANHATTAN NY 10025",8
374995,"770 ST MARKS AVENUE, BROOKLYN NY 11216",8
8807,"9 CABRINI BOULEVARD, MANHATTAN NY 10033",8
27926,"1090 ST NICHOLAS AVENUE, MANHATTAN NY 10032",8
9609,"186 CLAREMONT AVENUE, MANHATTAN NY 10027",8
75869,"1426 EDWARDS AVENUE, BRONX NY 10461",8
43604,"561 WEST 189 STREET, MANHATTAN NY 10040",8
808243,"639 EASTERN PARKWAY, BROOKLYN NY 11213",8
82206,"3900 GREYSTONE AVENUE, BRONX NY 10463",8
126357,"1713 ZEREGA AVENUE, BRONX NY 10462",8
17597,"424 EAST 85 STREET, MANHATTAN NY 10028",8
66232,"483 EAST 180 STREET, BRONX NY 10457",8
369468,"283 SHEPHERD AVENUE, BROOKLYN NY 11208",8
137274,"636 11 STREET, BROOKLYN NY 11215",8
94511,"2016 MARMION AVENUE, BRONX NY 10460",8
103554,"1383 PLIMPTON AVENUE, BRONX NY 10452",8
321173,"190 KNICKERBOCKER AVENUE, BROOKLYN NY 11237",8
332719,"826 MARCY AVENUE, BROOKLYN NY 11216",8
60487,"2119 DAVIDSON AVENUE, BRONX NY 10453",8
676521,"1634 MADISON STREET, QUEENS NY 11385",8
63737,"554 EAST 149 STREET, BRONX NY 10455",8
137926,"252 12 STREET, BROOKLYN NY 11215",8
640862,"22-11 BROOKHAVEN AVENUE, QUEENS NY 11691",8
69315,"864 EAST 221 STREET, BRONX NY 10467",8
129637,"8201 4 AVENUE, BROOKLYN NY 11209",8
317248,"443 JEFFERSON AVENUE, BROOKLYN NY 11221",8
935939,"2710 AVENUE D, BROOKLYN NY 11226",8
94244,"2136 MAPES AVENUE, BRONX NY 10460",8
327477,"70 LINDEN BOULEVARD, BROOKLYN NY 11226",8
121354,"237 WEST 230 STREET, BRONX NY 10463",8
88744,"1005 JEROME AVENUE, BRONX NY 10452",8
60156,"2554 CRUGER AVENUE, BRONX NY 10467",8
303716,"1050 GREENE AVENUE, BROOKLYN NY 11221",8
3616,"2492 ADAM C POWELL BOULEVARD, MANHATTAN NY 10030",8
348578,"450 OCEAN PARKWAY, BROOKLYN NY 11218",8
336602,"656 METROPOLITAN AVENUE, BROOKLYN NY 11211",8
359385,"480 QUINCY STREET, BROOKLYN NY 11221",8
807755,"139 SOUTH 4 STREET, BROOKLYN NY 11211",8
42052,"424 WEST 146 STREET, MANHATTAN NY 10031",8
1966,"1968 3 AVENUE, MANHATTAN NY 10029",8
351147,"1 PARADE PLACE, BROOKLYN NY 11226",7
81729,"1815 GRAND CONCOURSE, BRONX NY 10453",7
73257,"633 EAST 241 STREET, BRONX NY 10470",7
88972,"2760 JEROME AVENUE, BRONX NY 10468",7
287816,"382 EASTERN PARKWAY, BROOKLYN NY 11225",7
25928,"184 NAGLE AVENUE, MANHATTAN NY 10034",7
120953,"64 WEST 165 STREET, BRONX NY 10452",7
109476,"974 SHERIDAN AVENUE, BRONX NY 10456",7
109427,"1162 SHERIDAN AVENUE, BRONX NY 10456",7
23410,"24 LAUREL HILL TERRACE, MANHATTAN NY 10033",7
258840,"436 EAST 34 STREET, BROOKLYN NY 11203",7
27927,"1091 ST NICHOLAS AVENUE, MANHATTAN NY 10032",7
20120,"115 EAST 119 STREET, MANHATTAN NY 10035",7
27570,"113 SHERMAN AVENUE, MANHATTAN NY 10034",7
325579,"445 LIBERTY AVENUE, BROOKLYN NY 11207",7
51001,"1030 BOYNTON AVENUE, BRONX NY 10472",7
287829,"436 EASTERN PARKWAY, BROOKLYN NY 11225",7
203919,"8301 BAY PARKWAY, BROOKLYN NY 11214",7
380174,"740 SUTTER AVENUE, BROOKLYN NY 11207",7
92994,"1802 LURTING AVENUE, BRONX NY 10461",7
574843,"114-05 170 STREET, QUEENS NY 11434",7
347520,"2540 OCEAN AVENUE, BROOKLYN NY 11229",7
65450,"1519 EAST 172 STREET, BRONX NY 10472",7
806671,"3042 FENTON AVENUE, BRONX NY 10469",7
324060,"116 LENOX ROAD, BROOKLYN NY 11226",7
63911,"109 EAST 153 STREET, BRONX NY 10451",7
66352,"865 EAST 181 STREET, BRONX NY 10460",7
356974,"1924 PROSPECT PLACE, BROOKLYN NY 11233",7
20291,"348 EAST 120 STREET, MANHATTAN NY 10035",7
356641,"1097 PROSPECT PLACE, BROOKLYN NY 11213",7
122972,"1259 WHITE PLAINS ROAD, BRONX NY 10472",7
230046,"1502 DE KALB AVENUE, BROOKLYN NY 11237",7
191287,"209 AVENUE M, BROOKLYN NY 11230",7
203910,"8020 BAY PARKWAY, BROOKLYN NY 11214",7
687226,"34-15 PARSONS BOULEVARD, QUEENS NY 11354",7
28044,"1634 ST NICHOLAS AVENUE, MANHATTAN NY 10040",7
269865,"141 EAST 54 STREET, BROOKLYN NY 11203",7
37811,"251 WEST 109 STREET, MANHATTAN NY 10025",7
367897,"242 SCHENECTADY AVENUE, BROOKLYN NY 11213",7
28024,"1551 ST NICHOLAS AVENUE, MANHATTAN NY 10040",7
26534,"957 PARK AVENUE, MANHATTAN NY 10028",7
346499,"2425 NOSTRAND AVENUE, BROOKLYN NY 11210",7
90950,"1262 LAFAYETTE AVENUE, BRONX NY 10474",7
67264,"237 EAST 202 STREET, BRONX NY 10458",7
8255,"4316 BROADWAY, MANHATTAN NY 10033",7
51559,"1339 BRISTOW STREET, BRONX NY 10459",7
98407,"4435 MUNDY LANE, BRONX NY 10466",7
308822,"912 HART STREET, BROOKLYN NY 11237",7
48170,"2324 BASSFORD AVENUE, BRONX NY 10458",7
65838,"501 EAST 176 STREET, BRONX NY 10457",7
116682,"2552 UNIVERSITY AVENUE, BRONX NY 10468",7
847618,"2022 UNION STREET, BROOKLYN NY 11212",7
646534,"102-43 CORONA AVENUE, QUEENS NY 11368",7
81719,"1749 GRAND CONCOURSE, BRONX NY 10453",7
50700,"2995 BOTANICAL SQUARE, BRONX NY 10458",7
661599,"16-63 HANCOCK STREET, QUEENS NY 11385",7
325977,"453 LINCOLN AVENUE, BROOKLYN NY 11208",7
262234,"885 EAST 38 STREET, BROOKLYN NY 11210",7
216271,"946 BUSHWICK AVENUE, BROOKLYN NY 11221",7
91515,"1253 LELAND AVENUE, BRONX NY 10472",7
66279,"883 EAST 180 STREET, BRONX NY 10460",7
374996,"777 ST MARKS AVENUE, BROOKLYN NY 11213",7
43723,"517 WEST 212 STREET, MANHATTAN NY 10034",7
362715,"694 ROCKAWAY AVENUE, BROOKLYN NY 11212",7
88143,"1006 INTERVALE AVENUE, BRONX NY 10459",7
45664,"2000 ANTHONY AVENUE, BRONX NY 10457",7
126354,"1708 ZEREGA AVENUE, BRONX NY 10462",7
24078,"1900 LEXINGTON AVENUE, MANHATTAN NY 10035",7
19758,"447 EAST 116 STREET, MANHATTAN NY 10029",7
28018,"1534 ST NICHOLAS AVENUE, MANHATTAN NY 10033",7
646848,"97-29 CORONA AVENUE, QUEENS NY 11368",7
283262,"43 EAST 94 STREET, BROOKLYN NY 11212",7
56376,"183 CITY ISLAND AVENUE, BRONX NY 10464",7
41090,"606 WEST 137 STREET, MANHATTAN NY 10031",7
66439,"690 EAST 182 STREET, BRONX NY 10457",7
11827,"415 EAST 12 STREET, MANHATTAN NY 10009",7
43610,"612 WEST 189 STREET, MANHATTAN NY 10040",7
169493,"801 72 STREET, BROOKLYN NY 11228",7
111947,"1161 STRATFORD AVENUE, BRONX NY 10472",7
88316,"1484 INWOOD AVENUE, BRONX NY 10452",7
436584,"42-09 47 AVENUE, QUEENS NY 11104",7
431557,"96-06 43 AVENUE, QUEENS NY 11368",7
81774,"2095 GRAND CONCOURSE, BRONX NY 10453",7
37885,"40 WEST 111 STREET, MANHATTAN NY 10026",7
60524,"2420 DAVIDSON AVENUE, BRONX NY 10468",7
41265,"636 WEST 138 STREET, MANHATTAN NY 10031",7
349509,"1302 PACIFIC STREET, BROOKLYN NY 11216",7
116751,"1090 DR M L KING JR BOULEVARD, BRONX NY 10452",7
806929,"2747 SEDGWICK AVENUE, BRONX NY 10468",7
317800,"305 JEFFERSON STREET, BROOKLYN NY 11237",7
436816,"5-16 47 ROAD, QUEENS NY 11101",7
